,quality_assessment,Pre-screening,MA_detection_Confidence0.5,MA_detection_Confidence0.6,MA_detection_Confidence0.7,MA_detection_Confidence0.8,MA_detection_Confidence0.9,MA_detection_Confidence1.0,Exudates_Confidence0.3,Exudates_Confidence0.4,Exudates_Confidence0.5,Exudates_Confidence0.6,Exudates_Confidence0.7,Exudates_Confidence0.8,Exudates_Confidence0.9,Exudates_Confidence1.0,Distance_Between_macula_and_optic_disk ,Diameter_optic_disc,AM/FM,Class
0,0.059053859535750076,0.2982129048399078,-0.6414862988174073,-0.6187822530670292,-0.5764625667362859,-0.6300288892179717,-0.5511160460106188,-0.4737445156549118,-0.24291734668555845,-0.2460029825441797,-0.29696618416954684,-0.2715091022342752,-0.21832426536998759,-0.19440941608546072,-0.20512448618916235,-0.18616903837287713,-1.2947628321023505,-0.46865567779178957,1.4050481154459964,0
1,0.059053859535750076,0.2982129048399078,-0.5633911346163564,-0.5357779557323574,-0.5764625667362859,-0.6774096962411592,-0.6536762026732255,-0.5399916226308326,-0.10924994366956448,0.03297232032342982,-0.46522446251642896,-0.40859271810690984,-0.22425612633296893,-0.1972116249399256,-0.20517466884997768,-0.1862808444360794,-0.08216785819572565,2.006054150124342,-0.711719398792671,0
2,0.059053859535750076,0.2982129048399078,0.9204169852036106,0.958299396291733,1.0466654550553307,1.028299356593593,0.936006225597178,0.7849505168875818,-0.1413830079486736,0.22719632476122517,0.34446295098087737,0.769036929069613,0.3355377288160963,0.1523300968391188,-0.11004339874234326,-0.16480848999809017,0.2742826449411838,1.1215164013641226,-0.711719398792671,1
3,0.059053859535750076,0.2982129048399078,0.6470839104999325,0.6677843556203821,0.7834555055756091,0.8387761285008426,0.7308859122719646,0.6524563029357403,-0.404199381655777,-0.21497670533481988,0.03583034965780639,0.31695343439302065,0.11257321518900462,0.056918718153053084,-0.195765419947102,-0.19954104353186444,-1.4238138896106007,0.3545007485566678,-0.711719398792671,0
4,0.059053859535750076,0.2982129048399078,0.21756050739415256,0.29426501761435947,0.3886405813560267,0.4123488652921546,0.5257655989467513,0.3874678750320575,-0.7880690539348187,-0.672305633748971,-0.7173348220949082,-0.46831064930758276,-0.22582799498247103,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,-1.685874188485463,0.844101814333312,-0.711719398792671,1
5,0.059053859535750076,0.2982129048399078,0.21756050739415256,0.25276286894702366,0.25703560661616587,0.4123488652921546,0.42320544228414464,0.519962088983899,-0.6113641676132779,-0.7480269128634549,-0.5534100983888848,-0.3857599839788613,-0.22582799498247103,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,-0.7267812780842723,1.0207752119017697,-0.711719398792671,1
6,0.059053859535750076,-3.3533089405934295,-0.36815322411372914,-0.32826721239567824,-0.2693842923432774,-0.2509824330324712,-0.19215549769149542,-0.3412503017030704,-0.8321652120562338,-0.6471538613817022,-0.6115527420683586,-0.46831064930758276,-0.22582799498247103,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,0.6607939498132261,1.736277384320062,-0.711719398792671,1
7,0.059053859535750076,0.2982129048399078,-1.2662476124258144,-1.2828166317444027,-1.2783557653488768,-1.24597938051941,-1.3715972993114722,-1.3349569063418811,-0.7426807446271726,-0.6293721033942906,-0.6469975641316863,-0.4299627537129905,-0.22582799498247103,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,1.8937147327222543,-2.0828562310253305,1.4050481154459964,0
8,0.059053859535750076,0.2982129048399078,-0.6414862988174073,-0.660284401734365,-0.7519358663894337,-0.819552117310722,-0.8075164376671354,-0.7387329435585948,0.044393844019924085,0.021188531347671687,-0.22084145520512755,-0.34173418648570936,-0.22582799498247103,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,-0.8251296662046814,0.4661690399197538,-0.711719398792671,1
9,0.059053859535750076,0.2982129048399078,1.5842258809125431,1.5808316263017708,1.6608220038413477,1.8337730759877813,1.807767557229335,1.7124100145504717,-0.7176698300707136,-0.603595693097892,-0.6771835177037439,-0.4428664271105883,-0.21640967055581056,-0.2009053166518393,-0.2149678151080907,-0.2080997976699955,1.3460233283925431,0.039175807992706986,-0.711719398792671,1
